,Stat,P-Value,Mean (Class 0),Mean (Class 1),Chi2 Stat,Proportion (Class 0),Proportion (Class 1)
ICD_A_aggregate,92787483.5,4.850371328140499e-89,0.38441060589926523,0.5923429495820977,,,
ICD_Z,93957829.0,6.706717631485326e-82,0.19075000887374435,0.3025074143974117,,,
procedure_1_aggregate,99573005.0,3.4951745729492363e-81,0.20100805735988359,0.4780264222162308,,,
Positive_hal_test,98708929.0,7.892420251186258e-77,0.05359741596564086,0.12901051496360205,,,
ICD_A,99770196.5,1.52009926562003e-71,0.03041919568381074,0.0764356969533567,,,
Positive_plasma_test,96860961.0,6.1160736593606e-70,0.15855606431689917,0.3034510649770828,,,
ICU_LOS,90988090.5,6.596822692764581e-70,0.7053310498231149,1.5972521793834782,,,
ICD_D,99455368.0,5.680102566866028e-67,0.03911546516167962,0.09989215421946616,,,
procedure_2_aggregate,102992372.0,4.782449047117329e-66,0.002520143399708941,0.03572391480183338,,,
PH_average,110996020.5,1.4136239744891743e-63,0.7421480177940367,0.28555532318614063,,,
procedure_T,102468272.0,1.458061868973886e-62,0.004188407340361339,0.025208951199784307,,,
ICD_P_aggregate,109021797.0,6.802837309796926e-62,0.3350725872289071,0.04286869776220006,,,
organdysfunction,97949570.0,1.6610888574467235e-57,0.09239342633017428,0.15772445403073604,,,
ICD_Z_aggregate,92240451.5,1.6101120291431334e-55,8.39953146629752,13.943246157994068,,,
LAKTAT BLODGASS_average,108530444.0,2.1309691051356098e-54,0.0844358944540068,0.018023595363715325,,,
ICD_M,109881934.0,1.711999836259085e-51,0.09125758705143222,0.03531949312483149,,,
ICD_R_aggregate,92940110.0,2.996441892051741e-51,2.7780854009157703,2.8854138581827984,,,
ICD_H,108544372.5,1.7543104142969675e-49,0.05530117488375395,0.011863035858722027,,,
ICD_F,100167796.0,6.506232912619054e-47,0.048805594008447806,0.09355621461310326,,,
Positive_bronki_test,101868686.0,2.357204198734685e-44,0.016150214744613638,0.045969263952547856,,,
LEUKOCYTTER_average,93662522.5,4.56726134117201e-43,8.708393988205863,9.692758263061663,,,
procedure_X_aggregate,101497771.5,3.882770842424184e-37,0.02903489156284386,0.0637638177406309,,,
PH,107260758.5,1.6351621965853378e-36,0.23660756752919415,0.04115462388784039,,,
BILIRUBIN TOTAL_average,94705696.0,8.210433321430327e-36,14.062026597157073,13.774103774248708,,,
infection,96302059.5,4.3075193822821885e-35,0.396549888190821,0.49770827716365595,,,
ICD_Q_aggregate,108181231.0,2.187826908231105e-32,0.4477691406665957,0.1275276354812618,,,
dementia,102049888.0,1.430375398988515e-31,0.019912682355446704,0.04367754111620383,,,
procedure_D,106844171.0,1.1024833607018874e-28,0.04319738756965889,0.009301698571043408,,,
procedure_C,106377213.5,3.708607221870702e-28,0.027047172825045256,0.0018873011593421407,,,
ICD_F_aggregate,98508343.5,6.300614687658106e-26,3.6310297092961346,2.371528713939067,,,
ICD_K_aggregate,96903020.5,3.4506788715844646e-25,2.7748908529443086,2.577514154758695,,,
procedure_U,103359168.5,1.0006194954820554e-23,0.004756326979732368,0.016985710434079267,,,
procedure_O,106600839.5,1.0802149080806325e-23,0.039186455116601,0.010245349150714478,,,
TROMBOCYTTER_average,112253578.0,6.297300651517788e-23,240.82809185651757,230.0840842441166,,,
Positive_naso_test,100421835.0,2.3892956241893825e-22,0.1282078585880098,0.17902399568616878,,,
ICD_O,105716330.0,4.987008878310634e-20,0.020232137152592908,0.0004044216770018873,,,
procedure_L_aggregate,108312258.5,3.421784574536348e-19,0.3592446668796365,0.20463736856295497,,,
ICD_R,100540188.0,5.245791812563757e-19,0.12011500372697263,0.16486923699110273,,,
LAKTAT BLODGASS VENØST_average,105674826.5,2.4144969319409624e-17,0.02260626942716178,0.004740143024047042,,,
procedure_M,105483960.0,3.89391677880088e-17,0.016185709722074327,0.0,,,
procedure_W,101404125.0,2.4533262939378747e-16,0.08607532034217158,0.1365597196009706,,,
procedure_Z_aggregate,110298205.0,3.5800802194477833e-16,3.829872573030916,2.597600431383122,,,
CRP-HØYSENSITIV,105749587.5,1.8379629814007103e-15,0.14602988677102186,0.40281881908870315,,,
Gender,,3.3766183934485417e-15,,,62.033511631887876,0.5139672736307812,0.5653815044486384
ICD_L,106464572.5,1.7570879969753303e-14,0.044617186668086464,0.023321650040442166,,,
ICD_B_aggregate,100296963.5,1.3652839047064898e-13,0.5155290526390516,0.5246697222971152,,,
procedure_K_aggregate,100408301.0,2.1931128269290067e-13,1.5470485926241437,4.92922620652467,,,
ICD_H_aggregate,100033294.5,8.440886746405153e-13,1.9927590245980193,2.0548665408465894,,,
ICD_W_aggregate,102595212.0,1.8070273855213364e-12,0.041529123629006494,0.06457266109463468,,,
ICD_Y_aggregate,102294515.5,1.0684703916042478e-11,0.07024456039470416,0.09112968455109194,,,
ICD_M_aggregate,109235060.5,1.5408889040072222e-11,3.5540056082064386,2.1884605014828793,,,
sepsis,103765887.0,1.8332224667866904e-11,0.004898306889575125,0.011863035858722027,,,
procedure_1,104303864.0,5.179112729696854e-11,7.098995492137862e-05,0.0018873011593421407,,,
procedure_L,105175953.0,5.234422414085725e-11,0.010471018350903347,0.0012132650310056618,,,
TROMBOCYTTER,100103729.0,1.2616789336503937e-09,118.09874111146608,121.01644648153143,,,
procedure_O_aggregate,108276514.0,2.19729290443262e-09,3.365704752777482,2.3685629549743865,,,
procedure_F,102957228.5,5.169091803468203e-09,0.04131615376424236,0.07400916689134537,,,
procedure_4_aggregate,105456672.0,5.898005984105805e-09,0.17147623611259008,0.05473173362092208,,,
ICD_G,102650295.0,6.364643323736832e-09,0.05583359954566429,0.07764896198436236,,,
procedure_I_aggregate,106982345.5,1.5476062983633245e-08,1.6968373975082527,0.9770827716365598,,,
procedure_A,103420001.5,2.9039856170592678e-08,0.028147517126326623,0.040711782151523324,,,
procedure_C_aggregate,101684380.5,7.145732828447206e-08,1.0571469137117098,1.059719600970612,,,
procedure_E,104999648.0,7.37792037756632e-08,0.00724097540198062,0.0010784578053383662,,,
LAKTAT BLODGASS,105120165.5,3.067351022151198e-07,0.014583111489724205,0.01186078907162757,,,
procedure_B_aggregate,105417300.5,3.5983887950573667e-07,0.034785077911475525,0.016042059854408198,,,
Positive_ear_test,105150635.0,4.2571542220096327e-07,0.014872395556028822,0.006605554057697492,,,
procedure_J,106061536.5,5.209436631655601e-07,0.07123841976360346,0.06848207063898624,,,
ICD_G_aggregate,101544903.5,8.105848268610126e-07,1.64366592127214,1.4228902669183068,,,
explicitsepsis,104208325.0,1.3854254924359366e-06,0.0013843041209668833,0.004044216770018873,,,
ICD_Q,105217534.5,1.7769583708007634e-06,0.01448195080396124,0.009301698571043408,,,
procedure_0,104409138.0,1.8065877350138772e-06,0.0,0.0008088433540037746,,,
procedure_3_aggregate,103618975.0,3.736177527316528e-06,0.07351009832108757,0.07710973308169318,,,
procedure_E_aggregate,105927272.0,9.63951782672537e-06,0.11141873424910376,0.08708546778107307,,,
ICD_U,104190510.5,1.072528293856268e-05,0.001952223760337912,0.004987867349689944,,,
ICD_U_aggregate,103843306.5,2.322706947488587e-05,0.02541440386185355,0.06484227554596926,,,
procedure_Q,105256300.0,3.257405883344266e-05,0.023994604763425974,0.01712051765974656,,,
ICD_P,105030545.5,3.3008008191774997e-05,0.01803144855003017,0.019681854947425182,,,
procedure_2,104437311.0,9.707762275604173e-05,0.0,0.0005392289026691831,,,
ICD_S_aggregate,101948491.0,9.759260890999675e-05,1.0059631562133957,0.9421677001887301,,,
procedure_A_aggregate,106855752.5,0.00010726486312645504,0.9360380506158379,0.8627662442706929,,,
BILIRUBIN UKONJUGERT_average,103899777.0,0.0006018164126598498,0.648784970555815,0.5192190168059675,,,
ICD_V_aggregate,104926858.0,0.0006810252641772957,0.019948177332907394,0.021838770558101916,,,
BILIRUBIN KONJUGERT_average,103837037.0,0.0006814873558297512,0.6633617027797626,1.6190808393996583,,,
procedure_H_aggregate,105171323.0,0.0007212888704293516,0.043126397614737515,0.02480452952278242,,,
ICD_B,103712851.5,0.0018690745578963171,0.035211017641003796,0.04543003504987867,,,
procedure_6_aggregate,104334305.0,0.002441981140708321,0.003868952543215135,0.009706120248045295,,,
procedure_J_aggregate,102456777.5,0.0027657524115532192,1.3723068185851701,1.5163116743057428,,,
procedure_X,104434351.5,0.003718840069792487,0.00010648493238206793,0.0006740361283364788,,,
procedure_N_aggregate,106353592.5,0.004506992072759957,1.197990984275725,0.9684551091938528,,,
ICD_L_aggregate,102845052.5,0.005577842351054158,1.6548113441947965,1.4595578322998113,,,
PO2_average,104465484.0,0.00585046974121691,0.0,0.002709625235912645,,,
intraabdominalinfection,104605676.5,0.008772158504936182,0.0012068292336634367,0.00013480722566729578,,,
Positive_faeces_test,103887389.5,0.009199805290354357,0.04089021403471409,0.04179023995686169,,,
Positive_led_test,104667341.0,0.011212380499635225,0.004720832002271679,0.0016176867080075492,,,
ICD_W,104328414.5,0.013045389208181941,0.00205870869271998,0.0037746023186842814,,,
LAKTAT PNA_average,104173956.5,0.013287299526931213,0.011117026940687896,0.015378134267996769,,,
pneumonia,104010138.0,0.01430067147449932,0.020516096972278422,0.025074143974117013,,,
PH PNA_average,104179400.0,0.015095476990477558,0.06274660135590827,0.08502696144513348,,,
PO2 PNA_average,104181846.0,0.015901618586103467,0.08315408369715689,0.09798463197627395,,,
LAKTAT_average,104832485.0,0.018279466712618517,0.016336107138886086,0.015110248114427134,,,
Positive_tunge_test,104279640.0,0.0201032681240971,0.0049338018670358145,0.00700997573469938,,,
ICD_Y,104306232.0,0.021168465698354056,0.003301032903844106,0.0052574818010245345,,,
urinarytractinfection,105275162.5,0.022632431523348557,0.06978312568771519,0.06228093825829065,,,
Positive_blod_test,104441769.5,0.023189303091335756,0.00017747488730344657,0.0006740361283364788,,,
LAKTAT BLODGASS VENØST,104607932.5,0.025263014951503338,0.0023959109785965287,0.0007009975734699381,,,
LAKTAT,104596786.5,0.03729786455498676,0.0019202782806232918,0.0015907252628740902,,,
procedure_H,104549292.0,0.046843265692264754,0.0006389095942924076,0.0,,,
Positive_biopsi_test,104602027.0,0.048815044929333695,0.0021296986476413587,0.0008088433540037746,,,
procedure_Q_aggregate,103377301.5,0.05041406474743897,1.07517836226174,1.0842545160420598,,,
skinandsofttissueinfection,104985557.0,0.06432417343655313,0.04074823412487133,0.03612833647883527,,,
Positive_eye_test,104686549.5,0.0711166822854214,0.0071699854470592414,0.005392289026691831,,,
ICD_T,104118058.0,0.08845808524750652,0.02679870798282043,0.03302777028848746,,,
procedure_5_aggregate,104390684.5,0.09510903970403844,0.002520143399708941,0.0041790239956861685,,,
LAKTAT PNA,104446213.5,0.1007463368456161,0.00033365278813047954,0.001550283095173901,,,
PO2 PNA,104446235.0,0.10090076219001072,0.003251339935399141,0.006362901051496361,,,
PH PNA,104446250.5,0.10101220873651749,0.002641181272849892,0.005931517929361013,,,
Positive_hud_test,104173359.0,0.10153556488252885,0.024988464132325278,0.02615260177945538,,,
Positive_annet_test,104842672.0,0.11636063044840872,0.034394633159407946,0.029387975195470477,,,
centralnervoussystem,104539664.0,0.17465592535761387,0.0007098995492137863,0.00026961445133459155,,,
ICD_X,104535955.0,0.20149195848001156,0.0006744045717530969,0.00026961445133459155,,,
procedure_I,104599916.5,0.24847136594611963,0.005714691371170979,0.004313831221353465,,,
ICD_T_aggregate,103897761.0,0.333648089710753,0.9484257977496184,0.8030466433000809,,,
procedure_K,104682388.5,0.3531162826937859,0.027579597486955595,0.025074143974117013,,,
procedure_Z,104279583.0,0.37305717826447526,0.03393319845241898,0.03626314370450256,,,
lung,104395922.0,0.4292301896754306,0.00876725943279026,0.009301698571043408,,,
ICD_K,104793352.5,0.4674863224327619,0.10975047030845135,0.11957400916689134,,,
ICD_S,104305001.0,0.47410818356777207,0.043623327299187165,0.05230520355891076,,,
procedure_B,104510733.5,0.587741174093966,0.000567919639371029,0.0005392289026691831,,,
CRP-HØYSENSITIV_average,104278146.5,0.5954081187949578,1.5298287915461108,3.1688857896394973,,,
BILIRUBIN KONJUGERT,104524746.5,0.5961748344073067,0.03514002768608242,0.12995416554327313,,,
Positive_melk_test,104405552.5,0.5997749612039122,0.018457388279558444,0.02291722836344028,,,
ICD_X_aggregate,104566435.0,0.6298775519508257,0.03095162034572108,0.0319493124831491,,,
procedure_D_aggregate,104264702.5,0.6753327193466161,1.080076669151315,1.0532488541385818,,,
ICD_V,104507782.0,0.6835816332286178,0.0006744045717530969,0.0005392289026691831,,,
endocarditis,104478898.0,0.7580835652481792,0.0012068292336634367,0.0013480722566729577,,,
BILIRUBIN UKONJUGERT,104504153.0,0.8303720964799104,0.09210946651048876,0.036397950930169856,,,
procedure_7_aggregate,104499621.5,0.8365417457141973,0.0011003443012813686,0.0006740361283364788,,,
Positive_anus_test,104461411.0,0.8666174357440665,0.022858765484683918,0.021838770558101916,,,
procedure_N,104467335.0,0.9012484926199882,0.035707947325453446,0.04044216770018873,,,
index,104557209.0,0.9356647615510758,667671.9595002307,667206.9656241575,,,
ppid,104557209.0,0.9356647615510758,18170.396052958506,18159.356834726343,,,
Positive_bein_test,104494406.5,0.9630362622199063,0.00014197990984275724,0.00013480722566729578,,,
procedure_3,104494406.5,0.9630362622199063,0.00014197990984275724,0.00013480722566729578,,,
procedure_9_aggregate,104495987.0,0.9724036498736179,0.0035494977460689314,0.00350498786734969,,,
procedure_S_aggregate,104493657.0,1.0,0.0,0.0,,,
procedure_V_aggregate,104493657.0,1.0,0.0,0.0,,,
procedure_S,104493657.0,1.0,0.0,0.0,,,
PO2,104493657.0,1.0,0.0,0.0,,,
procedure_V,104493657.0,1.0,0.0,0.0,,,
ICD_0,104493657.0,1.0,0.0,0.0,,,
ICD_1,104493657.0,1.0,0.0,0.0,,,
ICD_2,104493657.0,1.0,0.0,0.0,,,
ICD_3,104493657.0,1.0,0.0,0.0,,,
ICD_4,104493657.0,1.0,0.0,0.0,,,
ICD_5,104493657.0,1.0,0.0,0.0,,,
ICD_6,104493657.0,1.0,0.0,0.0,,,
ICD_7,104493657.0,1.0,0.0,0.0,,,
ICD_8,104493657.0,1.0,0.0,0.0,,,
ICD_9,104493657.0,1.0,0.0,0.0,,,
procedure_9,104493657.0,1.0,0.0,0.0,,,
procedure_8_aggregate,104493657.0,1.0,0.0,0.0,,,
procedure_8,104493657.0,1.0,0.0,0.0,,,
procedure_6,104493657.0,1.0,0.0,0.0,,,
procedure_5,104493657.0,1.0,0.0,0.0,,,
procedure_4,104493657.0,1.0,0.0,0.0,,,
ICD_0_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_1_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_2_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_3_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_4_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_5_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_6_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_8_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_9_aggregate,104493657.0,1.0,0.0,0.0,,,
procedure_7,104493657.0,1.0,0.0,0.0,,,
ICD_7_aggregate,104493657.0,1.0,0.0,0.0,,,
