,Stat,P-Value,Mean (Class 0),Mean (Class 1),Chi2 Stat,Proportion (Class 0),Proportion (Class 1)
ICD_O,105716330.0,4.987008878310634e-20,0.020232137152592908,0.0004044216770018873,,,
procedure_L_aggregate,108312258.5,3.421784574536348e-19,0.3592446668796365,0.20463736856295497,,,
ICD_R,100540188.0,5.245791812563757e-19,0.12011500372697263,0.16486923699110273,,,
CRP-HØYSENSITIV,105832562.5,1.288711929787807e-18,0.11413161537642413,0.187502022108385,,,
LAKTAT BLODGASS VENØST_average,105644995.5,6.1576740822351074e-18,0.02119061140943795,0.0038532398669902036,,,
Positive_naso_test,101077106.5,1.700408356522734e-17,0.11716892059773543,0.16122944189808575,,,
procedure_M,105483960.0,3.89391677880088e-17,0.016185709722074327,0.0,,,
procedure_W,101404125.0,2.4533262939378747e-16,0.08607532034217158,0.1365597196009706,,,
procedure_Z_aggregate,110298205.0,3.5800802194477833e-16,3.829872573030916,2.597600431383122,,,
Gender,,3.3766183934485417e-15,,,62.033511631887876,0.5139672736307812,0.5653815044486384
ICD_L,106464572.5,1.7570879969753303e-14,0.044617186668086464,0.023321650040442166,,,
ICD_B_aggregate,100296963.5,1.3652839047064898e-13,0.5155290526390516,0.5246697222971152,,,
procedure_K_aggregate,100408301.0,2.1931128269290067e-13,1.5470485926241437,4.92922620652467,,,
ICD_H_aggregate,100033294.5,8.440886746405153e-13,1.9927590245980193,2.0548665408465894,,,
TROMBOCYTTER_average,110046734.0,1.7144484165889526e-12,235.96674330079503,229.28658489007347,,,
ICD_W_aggregate,102595212.0,1.8070273855213364e-12,0.041529123629006494,0.06457266109463468,,,
ICD_Y_aggregate,102294515.5,1.0684703916042478e-11,0.07024456039470416,0.09112968455109194,,,
ICD_M_aggregate,109235060.5,1.5408889040072222e-11,3.5540056082064386,2.1884605014828793,,,
sepsis,103765887.0,1.8332224667866904e-11,0.004898306889575125,0.011863035858722027,,,
procedure_1,104303864.0,5.179112729696854e-11,7.098995492137862e-05,0.0018873011593421407,,,
procedure_L,105175953.0,5.234422414085725e-11,0.010471018350903347,0.0012132650310056618,,,
LAKTAT BLODGASS,105309819.5,2.4410928420978166e-10,0.01990972444065831,0.009146670261526015,,,
procedure_O_aggregate,108276514.0,2.19729290443262e-09,3.365704752777482,2.3685629549743865,,,
procedure_F,102957228.5,5.169091803468203e-09,0.04131615376424236,0.07400916689134537,,,
procedure_4_aggregate,105456672.0,5.898005984105805e-09,0.17147623611259008,0.05473173362092208,,,
ICD_G,102650295.0,6.364643323736832e-09,0.05583359954566429,0.07764896198436236,,,
LEUKOCYTTER_average,99950989.0,7.905770560694441e-09,8.751987631339986,9.278849674972538,,,
procedure_I_aggregate,106982345.5,1.5476062983633245e-08,1.6968373975082527,0.9770827716365598,,,
procedure_A,103420001.5,2.9039856170592678e-08,0.028147517126326623,0.040711782151523324,,,
procedure_C_aggregate,101684380.5,7.145732828447206e-08,1.0571469137117098,1.059719600970612,,,
procedure_E,104999648.0,7.37792037756632e-08,0.00724097540198062,0.0010784578053383662,,,
procedure_B_aggregate,105417300.5,3.5983887950573667e-07,0.034785077911475525,0.016042059854408198,,,
procedure_J,106061536.5,5.209436631655601e-07,0.07123841976360346,0.06848207063898624,,,
ICD_G_aggregate,101544903.5,8.105848268610126e-07,1.64366592127214,1.4228902669183068,,,
explicitsepsis,104208325.0,1.3854254924359366e-06,0.0013843041209668833,0.004044216770018873,,,
ICD_Q,105217534.5,1.7769583708007634e-06,0.01448195080396124,0.009301698571043408,,,
procedure_0,104409138.0,1.8065877350138772e-06,0.0,0.0008088433540037746,,,
procedure_3_aggregate,103618975.0,3.736177527316528e-06,0.07351009832108757,0.07710973308169318,,,
Positive_ear_test,105050587.5,7.654135066836614e-06,0.013665566322365385,0.006605554057697492,,,
procedure_E_aggregate,105927272.0,9.63951782672537e-06,0.11141873424910376,0.08708546778107307,,,
ICD_U,104190510.5,1.072528293856268e-05,0.001952223760337912,0.004987867349689944,,,
ICD_U_aggregate,103843306.5,2.322706947488587e-05,0.02541440386185355,0.06484227554596926,,,
procedure_Q,105256300.0,3.257405883344266e-05,0.023994604763425974,0.01712051765974656,,,
ICD_P,105030545.5,3.3008008191774997e-05,0.01803144855003017,0.019681854947425182,,,
LAKTAT PNA,104297841.5,9.12506704269565e-05,0.0009122209207397154,0.004650849285521705,,,
PH PNA,104298059.5,9.291138991212599e-05,0.007130940971852482,0.020942302507414398,,,
PO2 PNA,104298089.0,9.31383026386289e-05,0.009512653959464734,0.02310595847937449,,,
procedure_2,104437311.0,9.707762275604173e-05,0.0,0.0005392289026691831,,,
ICD_S_aggregate,101948491.0,9.759260890999675e-05,1.0059631562133957,0.9421677001887301,,,
procedure_A_aggregate,106855752.5,0.00010726486312645504,0.9360380506158379,0.8627662442706929,,,
LAKTAT BLODGASS VENØST,104725861.0,0.00024747469371452525,0.004467042913427751,0.002709625235912645,,,
ICD_V_aggregate,104926858.0,0.0006810252641772957,0.019948177332907394,0.021838770558101916,,,
procedure_H_aggregate,105171323.0,0.0007212888704293516,0.043126397614737515,0.02480452952278242,,,
ICD_B,103712851.5,0.0018690745578963171,0.035211017641003796,0.04543003504987867,,,
procedure_6_aggregate,104334305.0,0.002441981140708321,0.003868952543215135,0.009706120248045295,,,
procedure_J_aggregate,102456777.5,0.0027657524115532192,1.3723068185851701,1.5163116743057428,,,
procedure_X,104434351.5,0.003718840069792487,0.00010648493238206793,0.0006740361283364788,,,
procedure_N_aggregate,106353592.5,0.004506992072759957,1.197990984275725,0.9684551091938528,,,
ICD_L_aggregate,102845052.5,0.005577842351054158,1.6548113441947965,1.4595578322998113,,,
PO2_average,104465484.0,0.00585046974121691,0.0,0.002709625235912645,,,
Positive_tunge_test,104249969.0,0.006651533235239747,0.004614347069889611,0.00700997573469938,,,
intraabdominalinfection,104605676.5,0.008772158504936182,0.0012068292336634367,0.00013480722566729578,,,
LAKTAT_average,104859529.0,0.009680545460867954,0.016022335639444014,0.014193558979889524,,,
ICD_W,104328414.5,0.013045389208181941,0.00205870869271998,0.0037746023186842814,,,
pneumonia,104010138.0,0.01430067147449932,0.020516096972278422,0.025074143974117013,,,
LAKTAT PNA_average,104184430.5,0.01629405722340584,0.011095729954211483,0.015175923429495825,,,
PH PNA_average,104189654.0,0.018372021599011575,0.06248145387427692,0.08403882448099219,,,
PO2 PNA_average,104192080.0,0.019324253927759633,0.08276718844283537,0.09737799946077112,,,
ICD_Y,104306232.0,0.021168465698354056,0.003301032903844106,0.0052574818010245345,,,
urinarytractinfection,105275162.5,0.022632431523348557,0.06978312568771519,0.06228093825829065,,,
Positive_led_test,104637665.0,0.02762038785865171,0.004259397295282717,0.0016176867080075492,,,
Positive_annet_test,104948116.5,0.03513862697818076,0.03247790437653072,0.026557023456457267,,,
procedure_H,104549292.0,0.046843265692264754,0.0006389095942924076,0.0,,,
procedure_Q_aggregate,103377301.5,0.05041406474743897,1.07517836226174,1.0842545160420598,,,
PO2,104479570.5,0.0513244353821535,0.0,0.0014289565920733351,,,
Positive_biopsi_test,104594609.0,0.06179343151308095,0.00205870869271998,0.0008088433540037746,,,
skinandsofttissueinfection,104985557.0,0.06432417343655313,0.04074823412487133,0.03612833647883527,,,
BILIRUBIN UKONJUGERT_average,104194926.5,0.07129469009298285,0.6289149666851721,0.4133054731733621,,,
ICD_T,104118058.0,0.08845808524750652,0.02679870798282043,0.03302777028848746,,,
procedure_5_aggregate,104390684.5,0.09510903970403844,0.002520143399708941,0.0041790239956861685,,,
LAKTAT,104573063.5,0.13822830903574057,0.0021722926205941864,0.0024534915071447827,,,
Positive_eye_test,104645015.5,0.14148421015123047,0.006602065807688212,0.0052574818010245345,,,
BILIRUBIN KONJUGERT_average,104239162.0,0.1678381341728712,0.6198953063051666,1.1386739462568525,,,
Positive_anus_test,104744105.5,0.17244461147737822,0.021438966386256343,0.01725532488541386,,,
centralnervoussystem,104539664.0,0.17465592535761387,0.0007098995492137863,0.00026961445133459155,,,
BILIRUBIN KONJUGERT,104575173.5,0.17726409108466723,0.05327796116849466,0.10380156376381774,,,
Positive_faeces_test,104200150.0,0.1855660250464709,0.03624037198736379,0.03585872202750067,,,
ICD_X,104535955.0,0.20149195848001156,0.0006744045717530969,0.00026961445133459155,,,
Positive_hud_test,104271226.5,0.2378165354338586,0.023391190146594257,0.023726071717444053,,,
Positive_blod_test,104469942.5,0.24603295073416176,0.00017747488730344657,0.0004044216770018873,,,
procedure_I,104599916.5,0.24847136594611963,0.005714691371170979,0.004313831221353465,,,
BILIRUBIN UKONJUGERT,104544197.5,0.33188717359774134,0.09058318247967913,0.02601779455378808,,,
ICD_T_aggregate,103897761.0,0.333648089710753,0.9484257977496184,0.8030466433000809,,,
procedure_K,104682388.5,0.3531162826937859,0.027579597486955595,0.025074143974117013,,,
procedure_Z,104279583.0,0.37305717826447526,0.03393319845241898,0.03626314370450256,,,
lung,104395922.0,0.4292301896754306,0.00876725943279026,0.009301698571043408,,,
ICD_K,104793352.5,0.4674863224327619,0.10975047030845135,0.11957400916689134,,,
ICD_S,104305001.0,0.47410818356777207,0.043623327299187165,0.05230520355891076,,,
Positive_melk_test,104588050.0,0.5587532011889409,0.017392538955737762,0.019681854947425182,,,
procedure_B,104510733.5,0.587741174093966,0.000567919639371029,0.0005392289026691831,,,
ICD_X_aggregate,104566435.0,0.6298775519508257,0.03095162034572108,0.0319493124831491,,,
procedure_D_aggregate,104264702.5,0.6753327193466161,1.080076669151315,1.0532488541385818,,,
ICD_V,104507782.0,0.6835816332286178,0.0006744045717530969,0.0005392289026691831,,,
CRP-HØYSENSITIV_average,104644460.0,0.7023105934003187,1.4005240259616638,2.4888569392883575,,,
endocarditis,104478898.0,0.7580835652481792,0.0012068292336634367,0.0013480722566729577,,,
procedure_7_aggregate,104499621.5,0.8365417457141973,0.0011003443012813686,0.0006740361283364788,,,
procedure_N,104467335.0,0.9012484926199882,0.035707947325453446,0.04044216770018873,,,
ppid,104557209.0,0.9356647615510758,18170.396052958506,18159.356834726343,,,
Positive_bein_test,104494406.5,0.9630362622199063,0.00014197990984275724,0.00013480722566729578,,,
procedure_3,104494406.5,0.9630362622199063,0.00014197990984275724,0.00013480722566729578,,,
procedure_9_aggregate,104495987.0,0.9724036498736179,0.0035494977460689314,0.00350498786734969,,,
procedure_7,104493657.0,1.0,0.0,0.0,,,
procedure_6,104493657.0,1.0,0.0,0.0,,,
procedure_5,104493657.0,1.0,0.0,0.0,,,
procedure_4,104493657.0,1.0,0.0,0.0,,,
procedure_8,104493657.0,1.0,0.0,0.0,,,
ICD_8_aggregate,104493657.0,1.0,0.0,0.0,,,
procedure_S,104493657.0,1.0,0.0,0.0,,,
ICD_7_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_6_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_5_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_4_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_3_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_2_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_1_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_0_aggregate,104493657.0,1.0,0.0,0.0,,,
procedure_8_aggregate,104493657.0,1.0,0.0,0.0,,,
procedure_S_aggregate,104493657.0,1.0,0.0,0.0,,,
procedure_9,104493657.0,1.0,0.0,0.0,,,
ICD_9,104493657.0,1.0,0.0,0.0,,,
ICD_8,104493657.0,1.0,0.0,0.0,,,
ICD_7,104493657.0,1.0,0.0,0.0,,,
ICD_6,104493657.0,1.0,0.0,0.0,,,
ICD_9_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_4,104493657.0,1.0,0.0,0.0,,,
ICD_3,104493657.0,1.0,0.0,0.0,,,
ICD_2,104493657.0,1.0,0.0,0.0,,,
ICD_1,104493657.0,1.0,0.0,0.0,,,
ICD_0,104493657.0,1.0,0.0,0.0,,,
procedure_V,104493657.0,1.0,0.0,0.0,,,
procedure_V_aggregate,104493657.0,1.0,0.0,0.0,,,
ICD_5,104493657.0,1.0,0.0,0.0,,,
